,Date,Department,Category,CustomerCode,Price,Quantity
0,2016-01-14,Kabobs,Pork,CWM11331L8O,28.0,11.0
1,2016-07-02,Sides,Rice,CWM11331L8O,9.0,5.0
2,2014-07-09,Sides,Rice,CXP4593H7E,9.0,14.0
3,2014-09-10,Sides,Rice,CWM11331L8O,9.0,6.0
4,2015-04-28,Kabobs,Beef,CWM11331L8O,25.0,7.0
5,2014-01-07,Entrees,Lamb Chops,CWM11331L8O,18.0,13.0
6,2014-11-19,Entrees,Beef and Broccoli,CIF57576XZ,26.0,9.0
7,2015-06-18,Sides,Yogurt,CWM11331L8O,12.0,6.0
8,2014-08-20,Sides,Rice,CWM11331L8O,9.0,11.0
9,2016-07-05,Entrees,Lamb Chops,CWM11331L8O,12.0,22.0
10,2014-02-20,Entrees,Lamb Chops,CWM11331L8O,14.0,12.0
11,2015-02-11,Sides,Roll,CWM11331L8O,5.0,10.0
12,2017-02-13,Sides,Yogurt,CWM11331L8O,12.0,17.0
13,2014-04-03,Kabobs,Chicken,CWM11331L8O,33.0,6.0
14,2015-08-12,Kabobs,Lamb,CWM11331L8O,28.0,13.0
15,2014-01-05,Sides,Rice,CWM11331L8O,9.0,10.0
16,2016-11-26,Kabobs,Chicken,CWM11331L8O,33.0,14.0
17,2016-08-25,Kabobs,Lamb,CWM11331L8O,28.0,16.0
18,2014-06-22,Kabobs,Chicken,CWM11331L8O,33.0,10.0
19,2014-11-01,Kabobs,Chicken,CWM11331L8O,33.0,9.0
20,2014-01-05,Kabobs,Chicken,CWM11331L8O,33.0,20.0
21,2014-03-01,Kabobs,Beef,CWM11331L8O,25.0,5.0
22,2014-01-11,Kabobs,Beef,CWM11331L8O,25.0,16.0
23,2016-07-14,Kabobs,Beef,CWM11331L8O,28.0,9.0
24,2014-11-30,Kabobs,Lamb,CWM11331L8O,28.0,7.0
25,2016-06-16,Entrees,Lamb Chops,CWM11331L8O,8.0,6.0
26,2014-03-11,Kabobs,Beef,CWM11331L8O,25.0,7.0
27,2015-07-21,Sides,Yogurt,CWM11331L8O,12.0,6.0
28,2015-03-29,Kabobs,Chicken,CWM11331L8O,33.0,15.0
29,2015-02-07,Sides,Yogurt,CWM11331L8O,12.0,5.0
30,2016-01-07,Kabobs,Lamb,CWM11331L8O,28.0,5.0
31,2015-03-05,Entrees,Beef and Broccoli,CWM11331L8O,26.0,16.0
32,2016-08-30,Kabobs,Chicken,CWM11331L8O,33.0,15.0
33,2015-12-02,Kabobs,Chicken,CWM11331L8O,33.0,17.0
34,2015-08-10,Sides,Yogurt,CC56195HKD,12.0,10.0
35,2015-04-12,Kabobs,Lamb,CWM11331L8O,28.0,11.0
36,2015-04-20,Kabobs,Chicken,CWM11331L8O,33.0,19.0
37,2016-03-03,Sides,Rice,CWM11331L8O,9.0,7.0
38,2014-11-23,Kabobs,Beef,CWM11331L8O,25.0,11.0
39,2015-09-14,Entrees,Lamb Chops,CWM11331L8O,32.0,11.0
40,2015-05-13,Entrees,Beef and Broccoli,CWM11331L8O,19.0,5.0
41,2017-01-04,Kabobs,Beef,CWM11331L8O,28.0,7.0
42,2015-06-24,Kabobs,Chicken,CWM11331L8O,33.0,10.0
43,2016-11-27,Kabobs,Beef,CWM11331L8O,28.0,1.0
44,2015-02-16,Kabobs,Lamb,CWM11331L8O,28.0,2.0
45,2015-12-30,Kabobs,Beef,CWM11331L8O,25.0,14.0
46,2014-01-11,Sides,Yogurt,CWM11331L8O,12.0,10.0
47,2015-07-25,Entrees,Lamb Chops,CWM11331L8O,30.0,9.0
48,2015-02-26,Sides,Yogurt,CWM11331L8O,12.0,6.0
49,2015-12-31,Kabobs,Beef,CWM11331L8O,25.0,21.0
50,2016-07-03,Kabobs,Beef,CWM11331L8O,28.0,23.0
51,2015-10-13,Kabobs,Lamb,CWM11331L8O,28.0,10.0
52,2014-03-03,Entrees,Lamb Chops,CWM11331L8O,12.0,19.0
53,2016-03-13,Kabobs,Beef,CWM11331L8O,25.0,10.0
54,2015-07-26,Kabobs,Beef,CWM11331L8O,25.0,11.0
55,2015-03-25,Entrees,Beef and Broccoli,CWM11331L8O,16.0,9.0
56,2015-02-11,Kabobs,Chicken,CWM11331L8O,33.0,2.0
57,2016-11-02,Kabobs,Chicken,CWM11331L8O,33.0,9.0
58,2016-06-02,Sides,Yogurt,CWM11331L8O,12.0,13.0
59,2015-06-10,Kabobs,Lamb,CWM11331L8O,28.0,11.0
60,2016-09-22,Sides,Yogurt,CWM11331L8O,12.0,9.0
61,2015-01-15,Kabobs,Chicken,CWM11331L8O,33.0,20.0
62,2017-03-19,Sides,Rice,CWM11331L8O,9.0,5.0
63,2014-09-15,Kabobs,Chicken,CY94560HP1,33.0,11.0
64,2015-10-24,Kabobs,Chicken,CFH82483O5,33.0,16.0
65,2014-08-25,Kabobs,Chicken,CWM11331L8O,33.0,20.0
66,2014-03-18,Kabobs,Chicken,CWM11331L8O,33.0,4.0
67,2014-08-28,Kabobs,Beef,CNP5028AG2,25.0,7.0
68,2016-11-12,Sides,Yogurt,CWM11331L8O,12.0,11.0
69,2015-08-19,Sides,Yogurt,CWM11331L8O,12.0,4.0
70,2015-07-06,Kabobs,Chicken,CWM11331L8O,33.0,8.0
71,2014-03-10,Kabobs,Chicken,CWM11331L8O,33.0,10.0
72,2014-07-29,Kabobs,Beef,CWM11331L8O,25.0,12.0
73,2014-12-23,Kabobs,Beef,CWM11331L8O,25.0,3.0
74,2017-03-23,Kabobs,Chicken,CWM11331L8O,33.0,11.0
75,2015-04-08,Sides,Rice,CWM11331L8O,9.0,15.0
76,2014-08-25,Sides,Yogurt,CWM11331L8O,12.0,9.0
77,2014-08-02,Sides,Rice,CWM11331L8O,9.0,12.0
78,2015-03-02,Kabobs,Chicken,CWM11331L8O,33.0,7.0
79,2014-11-16,Entrees,Lamb Chops,CWM11331L8O,30.0,18.0
80,2014-09-11,Kabobs,Beef,CWM11331L8O,25.0,16.0
81,2016-03-29,Kabobs,Lamb,CWM11331L8O,28.0,3.0
82,2015-07-16,Kabobs,Chicken,CWM11331L8O,33.0,13.0
83,2017-01-19,Sides,Roll,CWM11331L8O,5.0,16.0
84,2015-02-19,Sides,Chips,CWM11331L8O,8.0,5.0
85,2017-02-27,Kabobs,Chicken,CWM11331L8O,33.0,10.0
86,2016-01-11,Kabobs,Beef,CWM11331L8O,25.0,8.0
87,2016-11-19,Entrees,Beef and Broccoli,CWM11331L8O,30.0,10.0
88,2014-04-23,Sides,Rice,CWM11331L8O,9.0,6.0
89,2014-07-02,Kabobs,Beef,CWM11331L8O,25.0,17.0
90,2014-08-03,Kabobs,Chicken,CWM11331L8O,33.0,6.0
91,2016-05-19,Sides,Chips,CWM11331L8O,8.0,8.0
92,2015-06-17,Sides,Yogurt,CWM11331L8O,12.0,9.0
93,2014-07-01,Sides,Chips,CWM11331L8O,8.0,9.0
94,2014-04-22,Kabobs,Lamb,CWM11331L8O,28.0,13.0
95,2015-08-18,Entrees,Beef and Broccoli,CMC7807SSM,27.0,19.0
96,2014-12-06,Entrees,Lamb Chops,CWM11331L8O,18.0,5.0
97,2014-02-15,Sides,Yogurt,CWM11331L8O,12.0,13.0
98,2016-01-12,Sides,Yogurt,CWM11331L8O,12.0,18.0
99,2014-09-27,Kabobs,Chicken,CWM11331L8O,33.0,4.0
100,2016-10-16,Sides,Chips,CWM11331L8O,8.0,8.0
101,2014-03-23,Entrees,Beef and Broccoli,C753422ZU3,29.0,20.0
102,2015-01-13,Entrees,Beef and Broccoli,CWM11331L8O,26.0,6.0
103,2017-02-22,Entrees,Lamb Chops,CLQ5787RXS,32.0,9.0
104,2014-01-21,Entrees,Lamb Chops,CWM11331L8O,17.0,7.0
105,2014-10-01,Sides,Yogurt,CWM11331L8O,12.0,7.0
106,2016-12-04,Sides,Yogurt,CO110403TKG,12.0,2.0
107,2015-05-04,Kabobs,Chicken,CWM11331L8O,33.0,9.0
108,2014-04-21,Kabobs,Beef,CWM11331L8O,25.0,7.0
109,2016-06-19,Kabobs,Beef,CWM11331L8O,28.0,13.0
110,2014-01-20,Kabobs,Chicken,CWM11331L8O,33.0,18.0
111,2014-09-22,Entrees,Beef and Broccoli,CWM11331L8O,25.0,13.0
112,2014-03-25,Sides,Yogurt,C893439MKU,12.0,11.0
113,2015-07-11,Kabobs,Chicken,CPB7528869,33.0,14.0
114,2015-12-16,Kabobs,Beef,CWM11331L8O,25.0,17.0
115,2014-12-31,Kabobs,Chicken,CWM11331L8O,33.0,11.0
116,2016-10-05,Sides,Chips,CWM11331L8O,8.0,11.0
117,2016-03-22,Kabobs,Chicken,CWM11331L8O,33.0,18.0
118,2016-10-17,Entrees,Lamb Chops,CWM11331L8O,16.0,12.0
119,2015-05-16,Sides,Rice,CWM11331L8O,9.0,14.0
120,2014-07-26,Kabobs,Chicken,CWM11331L8O,33.0,10.0
121,2015-01-15,Sides,Yogurt,CWM11331L8O,12.0,11.0
122,2015-02-03,Sides,Yogurt,CN962693KT,12.0,7.0
123,2016-08-24,Kabobs,Beef,CWM11331L8O,28.0,8.0
124,2015-03-02,Kabobs,Beef,CWM11331L8O,25.0,14.0
125,2015-05-18,Kabobs,Lamb,CWM11331L8O,28.0,5.0
126,2016-10-29,Kabobs,Beef,CWM11331L8O,28.0,14.0
127,2016-01-19,Kabobs,Chicken,CWM11331L8O,33.0,18.0
128,2014-11-04,Entrees,Lamb Chops,CWM11331L8O,37.0,19.0
129,2014-03-12,Sides,Roll,CWM11331L8O,5.0,15.0
130,2014-05-28,Sides,Roll,CWM11331L8O,5.0,9.0
131,2014-03-09,Sides,Chips,C823304RA4,8.0,19.0
132,2015-08-18,Sides,Roll,CRQ7798N1M,5.0,19.0
133,2015-02-14,Entrees,Beef and Broccoli,CWM11331L8O,37.0,5.0
134,2014-04-30,Kabobs,Beef,CWM11331L8O,25.0,16.0
135,2014-06-23,Sides,Rice,CWM11331L8O,9.0,14.0
136,2015-07-11,Kabobs,Beef,CMU75298HG,25.0,11.0
137,2016-10-13,Kabobs,Chicken,C5010176D9L,33.0,17.0
138,2016-11-23,Sides,Yogurt,CWM11331L8O,12.0,14.0
139,2016-06-26,Kabobs,Beef,CWM11331L8O,28.0,14.0
140,2014-09-11,Sides,Yogurt,CWM11331L8O,12.0,13.0
141,2016-09-13,Kabobs,Beef,CWM11331L8O,28.0,12.0
142,2017-01-30,Kabobs,Chicken,CWM11331L8O,33.0,22.0
143,2016-05-28,Sides,Yogurt,CWM11331L8O,12.0,18.0
144,2016-12-15,Sides,Yogurt,CCL10488NIR,12.0,19.0
145,2014-11-01,Sides,Rice,CWM11331L8O,9.0,9.0
146,2015-03-15,Kabobs,Beef,CWM11331L8O,25.0,8.0
147,2016-06-27,Kabobs,Lamb,CWM11331L8O,28.0,6.0
148,2015-12-17,Sides,Yogurt,CD08521Y6L,12.0,13.0
149,2014-07-02,Kabobs,Chicken,CWM11331L8O,33.0,10.0
150,2014-02-23,Sides,Yogurt,C533090U2B,12.0,11.0
151,2015-05-13,Sides,Yogurt,CZI7036GDZ,12.0,17.0
152,2017-03-20,Entrees,Beef and Broccoli,CWM11331L8O,31.0,8.0
153,2016-07-19,Sides,Yogurt,CWM11331L8O,12.0,6.0
154,2014-08-07,Entrees,Beef and Broccoli,CWM11331L8O,15.0,17.0
155,2014-02-10,Entrees,Lamb Chops,CWM11331L8O,23.0,18.0
156,2014-09-24,Kabobs,Lamb,CWM11331L8O,28.0,12.0
157,2015-03-25,Kabobs,Chicken,CWM11331L8O,33.0,12.0
158,2014-05-19,Sides,Yogurt,CWM11331L8O,12.0,13.0
159,2015-08-06,Kabobs,Pork,CWM11331L8O,28.0,3.0
160,2016-06-29,Sides,Yogurt,CWM11331L8O,12.0,20.0
161,2014-11-11,Sides,Roll,CWM11331L8O,5.0,12.0
162,2015-02-14,Kabobs,Chicken,CWM11331L8O,33.0,13.0
163,2015-05-24,Sides,Rice,CWM11331L8O,9.0,12.0
164,2014-05-21,Sides,Roll,CWM11331L8O,5.0,15.0
165,2014-12-20,Kabobs,Beef,CWM11331L8O,25.0,2.0
166,2016-03-23,Kabobs,Chicken,CWM11331L8O,33.0,19.0
167,2016-05-26,Entrees,Lamb Chops,CWM11331L8O,29.0,7.0
168,2015-12-07,Sides,Yogurt,CWM11331L8O,12.0,16.0
169,2015-10-17,Sides,Yogurt,CWM11331L8O,12.0,9.0
170,2016-01-20,Kabobs,Beef,CWM11331L8O,25.0,13.0
171,2014-08-16,Sides,Yogurt,CWM11331L8O,12.0,11.0
172,2014-09-15,Sides,Rice,CMY5181FRX,9.0,14.0
173,2014-02-06,Kabobs,Beef,CWM11331L8O,25.0,5.0
174,2016-05-22,Sides,Yogurt,CWM11331L8O,12.0,15.0
175,2014-03-22,Sides,Yogurt,CWM11331L8O,12.0,9.0
176,2015-04-26,Sides,Yogurt,CWM11331L8O,12.0,14.0
177,2014-04-08,Kabobs,Chicken,CWM11331L8O,33.0,2.0
178,2017-01-11,Kabobs,Chicken,CWM11331L8O,33.0,19.0
179,2015-09-17,Sides,Yogurt,CWM11331L8O,12.0,9.0
180,2014-02-19,Kabobs,Chicken,CWM11331L8O,33.0,19.0
181,2016-08-08,Sides,Roll,CDL98505TS,5.0,12.0
182,2016-04-10,Sides,Yogurt,CWM11331L8O,12.0,5.0
183,2016-02-15,Sides,Chips,CWM11331L8O,8.0,9.0
184,2014-09-18,Kabobs,Chicken,CWM11331L8O,33.0,10.0
185,2015-06-14,Kabobs,Beef,CWM11331L8O,25.0,19.0
186,2015-07-02,Sides,Yogurt,CWM11331L8O,12.0,4.0
187,2016-04-13,Kabobs,Beef,CWM11331L8O,28.0,9.0
188,2016-12-11,Kabobs,Chicken,CWM11331L8O,33.0,15.0
189,2014-10-22,Kabobs,Beef,CWM11331L8O,25.0,11.0
190,2014-09-18,Kabobs,Beef,CWM11331L8O,25.0,10.0
191,2015-03-28,Sides,Rice,CWM11331L8O,9.0,4.0
192,2015-03-16,Kabobs,Beef,CWM11331L8O,25.0,13.0
193,2015-02-16,Kabobs,Chicken,CWM11331L8O,33.0,15.0
194,2014-03-06,Sides,Yogurt,CWM11331L8O,12.0,15.0
195,2016-04-14,Kabobs,Pork,CWM11331L8O,29.0,7.0
196,2015-01-13,Kabobs,Chicken,CWM11331L8O,33.0,7.0
197,2016-06-26,Entrees,Beef and Broccoli,CWM11331L8O,13.0,10.0
198,2014-05-12,Sides,Yogurt,CWM11331L8O,12.0,6.0
199,2015-10-17,Entrees,Lamb Chops,CWM11331L8O,29.0,9.0
200,2014-12-30,Entrees,Lamb Chops,CWM11331L8O,32.0,5.0
201,2015-01-21,Kabobs,Chicken,CWM11331L8O,33.0,6.0
202,2015-02-11,Sides,Yogurt,CWM11331L8O,12.0,3.0
203,2014-01-23,Sides,Rice,CWM11331L8O,9.0,3.0
204,2015-12-05,Sides,Yogurt,CWM11331L8O,12.0,12.0
205,2014-07-15,Kabobs,Chicken,CWM11331L8O,33.0,7.0
206,2017-03-23,Kabobs,Beef,CWM11331L8O,28.0,8.0
207,2017-01-24,Sides,Rice,CWM11331L8O,9.0,9.0
208,2016-07-25,Entrees,Lamb Chops,CWM11331L8O,21.0,9.0
209,2016-04-09,Kabobs,Chicken,CWM11331L8O,33.0,18.0
210,2015-12-16,Entrees,Beef and Broccoli,CWM11331L8O,27.0,6.0
211,2015-09-30,Entrees,Lamb Chops,CWM11331L8O,28.0,13.0
212,2014-09-06,Kabobs,Chicken,CWM11331L8O,33.0,7.0
213,2016-06-30,Sides,Yogurt,C9596135YS,12.0,13.0
214,2014-10-16,Kabobs,Beef,CWM11331L8O,25.0,8.0
215,2015-04-28,Kabobs,Chicken,CWM11331L8O,33.0,3.0
216,2014-03-11,Entrees,Lamb Chops,CWM11331L8O,16.0,14.0
217,2015-11-17,Entrees,Lamb Chops,CWM11331L8O,24.0,8.0
218,2015-03-10,Kabobs,Chicken,C6W65015CG,33.0,13.0
219,2014-03-09,Kabobs,Chicken,CWM11331L8O,33.0,19.0
220,2015-03-25,Kabobs,Beef,CBI2520186,25.0,11.0
221,2015-03-28,Kabobs,Chicken,CWM11331L8O,33.0,13.0
222,2016-06-08,Kabobs,Beef,CWM11331L8O,28.0,10.0
224,2017-01-21,Sides,Rice,CWM11331L8O,9.0,15.0
225,2015-06-17,Sides,Yogurt,CWM11331L8O,12.0,15.0
226,2015-04-27,Sides,Yogurt,CWM11331L8O,12.0,12.0
227,2016-10-25,Kabobs,Beef,C0G9425MC0,28.0,4.0
228,2016-09-29,Sides,Roll,CWM11331L8O,5.0,11.0
229,2016-11-01,Kabobs,Lamb,CWM11331L8O,28.0,8.0
230,2014-08-14,Kabobs,Chicken,CWM11331L8O,33.0,5.0
231,2016-03-26,Kabobs,Chicken,CWM11331L8O,33.0,19.0
232,2014-04-05,Sides,Yogurt,C4935666HH,12.0,6.0
233,2014-06-19,Kabobs,Chicken,CWM11331L8O,33.0,11.341895482728077
234,2015-03-04,Sides,Yogurt,CWM11331L8O,12.0,8.0
235,2014-07-03,Sides,Rice,CWM11331L8O,9.0,9.0
236,2014-12-23,Entrees,Lamb Chops,CWM11331L8O,30.0,10.0
237,2015-07-15,Sides,Rice,CWM11331L8O,9.0,13.0
238,2014-08-10,Kabobs,Chicken,CWM11331L8O,33.0,22.0
239,2015-10-14,Kabobs,Lamb,CWM11331L8O,28.0,15.0
240,2014-12-30,Sides,Yogurt,CWM11331L8O,12.0,13.0
241,2014-09-16,Sides,Rice,CWM11331L8O,9.0,6.0
242,2014-04-22,Sides,Rice,CWM11331L8O,9.0,18.0
243,2016-06-15,Entrees,Lamb Chops,CWM11331L8O,17.0,10.0
244,2015-03-24,Kabobs,Beef,CWM11331L8O,25.0,9.0
245,2016-01-13,Sides,Yogurt,CWM11331L8O,12.0,16.0
246,2014-04-16,Sides,Rice,CWM11331L8O,9.0,1.0
247,2015-08-30,Kabobs,Beef,CWM11331L8O,25.0,14.0
248,2016-07-31,Kabobs,Beef,CWM11331L8O,28.0,11.0
249,2016-07-23,Sides,Yogurt,CWM11331L8O,12.0,6.0
250,2014-03-09,Sides,Yogurt,CWM11331L8O,12.0,16.0
251,2016-05-11,Kabobs,Beef,CWM11331L8O,28.0,15.0
252,2016-04-17,Kabobs,Chicken,CWM11331L8O,33.0,14.0
253,2017-02-09,Kabobs,Beef,CWM11331L8O,28.0,3.0
254,2015-05-07,Entrees,Beef and Broccoli,CWM11331L8O,26.0,8.0
255,2014-10-18,Kabobs,Chicken,CWM11331L8O,33.0,18.0
256,2016-09-28,Sides,Roll,CWM11331L8O,5.0,9.0
257,2016-09-06,Sides,Rice,CWM11331L8O,9.0,12.0
258,2014-09-18,Entrees,Lamb Chops,CWM11331L8O,32.0,14.0
259,2014-06-19,Kabobs,Beef,CWM11331L8O,25.0,10.0
260,2014-02-10,Kabobs,Chicken,CWM11331L8O,33.0,14.0
261,2015-03-24,Kabobs,Chicken,CWM11331L8O,33.0,8.0
262,2016-02-16,Kabobs,Beef,CWM11331L8O,25.0,13.0
263,2015-03-25,Sides,Roll,CWM11331L8O,5.0,13.0
264,2016-08-16,Kabobs,Chicken,CWM11331L8O,33.0,8.0
265,2015-05-13,Entrees,Lamb Chops,CWM11331L8O,36.0,14.0
266,2015-08-05,Sides,Roll,CWM11331L8O,5.0,5.0
267,2016-10-20,Sides,Chips,CWM11331L8O,8.0,9.0
268,2015-02-17,Sides,Roll,CWM11331L8O,5.0,10.0
269,2016-09-06,Entrees,Beef and Broccoli,CWM11331L8O,28.0,17.0
270,2017-02-28,Sides,Yogurt,CWM11331L8O,12.0,11.0
271,2016-01-13,Sides,Roll,CWM11331L8O,5.0,10.0
272,2016-10-20,Entrees,Beef and Broccoli,CWM11331L8O,28.0,15.0
273,2014-05-13,Kabobs,Lamb,CWM11331L8O,28.0,18.0
274,2015-05-24,Sides,Yogurt,CWM11331L8O,12.0,7.0
275,2014-07-20,Kabobs,Chicken,CWM11331L8O,33.0,12.0
276,2015-03-30,Entrees,Beef and Broccoli,CWM11331L8O,15.0,13.0
277,2015-05-23,Entrees,Beef and Broccoli,CWM11331L8O,29.0,3.0
278,2016-10-06,Kabobs,Chicken,CWM11331L8O,33.0,7.0
279,2016-09-08,Kabobs,Chicken,CWM11331L8O,33.0,6.0
280,2015-06-04,Kabobs,Chicken,C167231OBT,33.0,11.0
281,2015-12-29,Sides,Yogurt,CWM11331L8O,12.0,7.0
282,2015-10-25,Entrees,Lamb Chops,CWM11331L8O,16.0,7.0
283,2015-08-26,Kabobs,Chicken,CWM11331L8O,33.0,8.0
284,2017-01-11,Sides,Rice,CWM11331L8O,9.0,12.0
285,2015-02-05,Sides,Rice,CWM11331L8O,9.0,7.0
286,2016-06-27,Sides,Yogurt,CWM11331L8O,12.0,9.0
287,2014-10-12,Kabobs,Chicken,CWM11331L8O,33.0,18.0
288,2016-09-11,Sides,Roll,CWM11331L8O,5.0,13.0
289,2014-03-30,Kabobs,Beef,CJV24907OI,25.0,20.0
290,2015-06-30,Kabobs,Beef,CB87441M1O,25.0,9.0
291,2015-11-22,Kabobs,Chicken,CWM11331L8O,33.0,12.0
292,2015-09-17,Kabobs,Chicken,CWM11331L8O,33.0,17.0
293,2016-05-04,Kabobs,Beef,CWM11331L8O,28.0,17.0
294,2015-04-22,Kabobs,Beef,CWM11331L8O,25.0,10.0
295,2015-04-01,Kabobs,Beef,CWM11331L8O,25.0,19.0
296,2015-05-10,Kabobs,Chicken,CWM11331L8O,33.0,7.0
297,2014-03-04,Entrees,Beef and Broccoli,C903233Z0S,27.0,13.0
298,2015-02-04,Kabobs,Beef,CWM11331L8O,25.0,16.0
299,2015-08-18,Sides,Yogurt,CWM11331L8O,12.0,11.0
300,2015-01-07,Kabobs,Chicken,CWM11331L8O,33.0,9.0
301,2016-05-23,Kabobs,Chicken,CWM11331L8O,33.0,23.0
302,2016-02-20,Kabobs,Chicken,CWM11331L8O,33.0,11.0
303,2015-12-19,Sides,Roll,CWM11331L8O,5.0,20.0
304,2016-03-17,Sides,Yogurt,CWM11331L8O,12.0,10.0
305,2015-12-01,Kabobs,Chicken,CWM11331L8O,33.0,13.0
306,2014-05-03,Sides,Rice,CWM11331L8O,9.0,14.0
307,2014-07-05,Sides,Yogurt,CWM11331L8O,12.0,18.0
308,2015-04-07,Kabobs,Beef,CWM11331L8O,25.0,14.0
309,2014-03-13,Kabobs,Beef,CWM11331L8O,25.0,5.0
310,2014-03-02,Sides,Yogurt,CWM11331L8O,12.0,19.0
311,2016-06-04,Kabobs,Beef,CWM11331L8O,28.0,13.0
312,2016-11-17,Kabobs,Beef,CWM11331L8O,28.0,17.0
313,2016-06-04,Sides,Yogurt,CWM11331L8O,12.0,14.0
314,2015-02-21,Kabobs,Beef,CWM11331L8O,25.0,21.0
315,2015-10-18,Entrees,Beef and Broccoli,CWM11331L8O,38.0,6.0
316,2014-01-04,Kabobs,Chicken,CWM11331L8O,33.0,17.0
317,2014-12-16,Kabobs,Chicken,CIA5949R33,33.0,11.0
318,2014-12-23,Kabobs,Beef,CWM11331L8O,25.0,11.0
319,2014-09-22,Kabobs,Lamb,CLT52509AR,28.0,12.0
320,2017-02-13,Kabobs,Beef,CWM11331L8O,28.0,7.0
321,2014-11-03,Kabobs,Beef,CWM11331L8O,25.0,14.0
322,2014-06-25,Sides,Rice,CWM11331L8O,9.0,10.0
323,2014-11-05,Sides,Yogurt,CFK35910Z3,12.0,6.0
324,2017-03-19,Kabobs,Lamb,CWM11331L8O,30.0,6.0
325,2016-10-06,Sides,Yogurt,CWM11331L8O,12.0,6.0
326,2014-07-12,Sides,Rice,CWM11331L8O,9.0,9.0
327,2015-02-11,Sides,Rice,CWM11331L8O,9.0,7.0
328,2014-12-20,Sides,Yogurt,C8T5965P1G,12.0,14.0
329,2014-11-18,Kabobs,Chicken,CWM11331L8O,33.0,6.0
330,2014-09-10,Sides,Rice,CWM11331L8O,9.0,12.0
331,2015-03-23,Kabobs,Chicken,CWM11331L8O,33.0,6.0
332,2016-08-04,Kabobs,Chicken,CWM11331L8O,33.0,14.0
333,2014-04-03,Entrees,Lamb Chops,CWM11331L8O,23.0,23.0
334,2014-08-30,Kabobs,Chicken,CWM11331L8O,33.0,10.0
335,2014-12-17,Kabobs,Chicken,CWM11331L8O,33.0,4.0
336,2016-02-03,Kabobs,Chicken,CWM11331L8O,33.0,14.0
337,2015-07-16,Entrees,Beef and Broccoli,CWM11331L8O,14.0,7.0
338,2014-02-04,Sides,Yogurt,CWM11331L8O,12.0,18.0
339,2014-09-13,Entrees,Lamb Chops,CWM11331L8O,30.0,14.0
340,2015-03-31,Kabobs,Chicken,CWM11331L8O,33.0,8.0
341,2016-07-10,Entrees,Beef and Broccoli,CWM11331L8O,20.0,10.0
342,2014-01-08,Kabobs,Beef,CFV2613Q55,25.0,13.0
343,2015-10-26,Kabobs,Pork,CWM11331L8O,28.0,3.0
344,2014-03-16,Kabobs,Chicken,CWM11331L8O,33.0,13.0
345,2016-12-01,Sides,Yogurt,CWM11331L8O,12.0,11.341895482728077
346,2016-08-14,Kabobs,Lamb,CWM11331L8O,28.0,16.0
347,2017-03-19,Kabobs,Beef,CVV1101420S,28.0,10.0
348,2014-09-11,Sides,Rice,CWM11331L8O,9.0,14.0
349,2015-08-22,Sides,Yogurt,CWM11331L8O,12.0,1.0
350,2014-07-08,Kabobs,Beef,CWM11331L8O,25.0,8.0
351,2015-01-19,Sides,Rice,CWM11331L8O,9.0,12.0
352,2015-07-25,Kabobs,Lamb,CWM11331L8O,28.0,15.0
354,2014-02-27,Kabobs,Pork,CWM11331L8O,28.0,17.0
355,2016-06-04,Sides,Yogurt,CWM11331L8O,12.0,17.0
356,2014-07-23,Entrees,Lamb Chops,CWM11331L8O,30.0,13.0
357,2014-04-09,Sides,Yogurt,CWM11331L8O,12.0,11.0
358,2017-03-30,Kabobs,Chicken,CWM11331L8O,33.0,4.0
359,2014-03-13,Kabobs,Chicken,CWM11331L8O,33.0,3.0
360,2014-12-11,Sides,Yogurt,CWM11331L8O,12.0,4.0
361,2015-06-15,Entrees,Beef and Broccoli,CWM11331L8O,27.0,8.0
362,2015-04-29,Kabobs,Chicken,CWM11331L8O,33.0,14.0
363,2015-07-15,Sides,Yogurt,CWM11331L8O,12.0,12.0
364,2015-08-18,Kabobs,Beef,CWM11331L8O,25.0,7.0
365,2015-10-28,Entrees,Lamb Chops,C0482761N1,19.0,9.0
366,2015-07-21,Kabobs,Chicken,CWM11331L8O,33.0,7.0
367,2015-10-08,Kabobs,Beef,CWM11331L8O,25.0,9.0
368,2016-07-13,Kabobs,Lamb,CWM11331L8O,28.0,17.0
369,2015-09-21,Kabobs,Chicken,CWM11331L8O,33.0,12.0
370,2015-01-28,Kabobs,Chicken,CWM11331L8O,33.0,11.0
371,2016-07-13,Kabobs,Chicken,CWM11331L8O,33.0,10.0
372,2014-07-15,Kabobs,Chicken,CWM11331L8O,33.0,4.0
373,2014-12-31,Kabobs,Lamb,CWM11331L8O,28.0,10.0
374,2015-06-10,Kabobs,Beef,CWM11331L8O,25.0,12.0
375,2015-12-17,Sides,Yogurt,CWM11331L8O,12.0,10.0
376,2015-03-25,Kabobs,Chicken,CWM11331L8O,33.0,14.0
377,2017-03-01,Kabobs,Chicken,CWM11331L8O,33.0,1.0
378,2016-03-08,Kabobs,Lamb,CWM11331L8O,28.0,5.0
379,2015-06-25,Entrees,Lamb Chops,CWM11331L8O,33.0,9.0
380,2014-08-12,Kabobs,Chicken,CWM11331L8O,33.0,13.0
381,2015-06-02,Sides,Yogurt,CWM11331L8O,12.0,14.0
382,2016-04-14,Kabobs,Chicken,CWM11331L8O,33.0,12.0
383,2016-02-07,Sides,Rice,CWM11331L8O,9.0,3.0
